BURNUP,TF,TM,BOR,GROUP,ABSORPTION,CAPTURE,FISSION,NU-FISSION,TRANSPORT,OUT-SCATTER,DIFF(1/3TR)
10,1019.3,557,1000,1,0.0124934,0.00945915,0.00303421,0.00786566,0.2352,0.0163048,1.41723
10,1019.3,557,1000,2,0.190048,0.121132,0.068916,0.179952,0.929935,0.00349979,0.358448
10.5,1019.3,557,1000,1,0.0124161,0.00940181,0.00301425,0.00782044,0.234843,0.016197,1.41939
10.5,1019.3,557,1000,2,0.183352,0.112976,0.0703752,0.183753,0.931183,0.00338018,0.357968
11,1019.3,557,1000,1,0.0123465,0.00935246,0.00299408,0.00777438,0.234499,0.0160906,1.42147
11,1019.3,557,1000,2,0.177177,0.105475,0.0717026,0.187211,0.932632,0.00326937,0.357412
11.5,1019.3,557,1000,1,0.0122854,0.00931159,0.00297385,0.00772795,0.234174,0.015988,1.42344
11.5,1019.3,557,1000,2,0.17158,0.0986956,0.0728845,0.190295,0.934193,0.00316869,0.356814
12,1019.3,557,1000,1,0.0122332,0.00927942,0.00295378,0.00768168,0.233874,0.0158914,1.42527
12,1019.3,557,1000,2,0.166594,0.0926817,0.0739119,0.192985,0.935779,0.00307876,0.356209
12.5,1019.3,557,1000,1,0.01219,0.009256,0.00293402,0.00763598,0.233603,0.0158022,1.42692
12.5,1019.3,557,1000,2,0.162221,0.0874403,0.0747807,0.195273,0.937318,0.00299978,0.355625
13,1019.3,557,1000,1,0.0121557,0.00924098,0.00291468,0.00759114,0.233363,0.015722,1.42839
13,1019.3,557,1000,2,0.158454,0.082963,0.0754913,0.197163,0.938749,0.00293155,0.355082
13.5,1019.3,557,1000,1,0.0121299,0.00923405,0.00289585,0.00754743,0.233155,0.0156511,1.42966
13.5,1019.3,557,1000,2,0.155256,0.0792083,0.0760479,0.198665,0.94004,0.00287354,0.354595
14,1019.3,557,1000,1,0.012112,0.00923438,0.00287757,0.00750496,0.23298,0.0155899,1.43074
14,1019.3,557,1000,2,0.152581,0.0761198,0.0764612,0.199807,0.941169,0.00282488,0.35417
14.5,1019.3,557,1000,1,0.012101,0.00924116,0.00285985,0.00746373,0.232833,0.0155378,1.43164
14.5,1019.3,557,1000,2,0.150366,0.0736218,0.0767439,0.200622,0.942139,0.00278448,0.353805
15,1019.3,557,1000,1,0.0120962,0.00925355,0.00284267,0.00742378,0.232714,0.0154941,1.43237
15,1019.3,557,1000,2,0.148552,0.0716402,0.0769121,0.201149,0.942952,0.00275129,0.3535
15.5,1019.3,557,1000,1,0.0120966,0.0092706,0.00282598,0.00738496,0.232618,0.0154579,1.43296
15.5,1019.3,557,1000,2,0.147077,0.0700964,0.076981,0.201428,0.943626,0.00272418,0.353247
16,1019.3,557,1000,1,0.0121012,0.00929147,0.00280975,0.00734722,0.232543,0.0154283,1.43343
16,1019.3,557,1000,2,0.145886,0.0689199,0.076966,0.201496,0.944176,0.00270216,0.353041
16.5,1019.3,557,1000,1,0.0121092,0.00931531,0.00279391,0.00731038,0.232484,0.0154043,1.43379
16.5,1019.3,557,1000,2,0.144924,0.0680437,0.0768804,0.201386,0.944624,0.00268427,0.352874
17,1019.3,557,1000,1,0.0121199,0.00934143,0.00277842,0.00727438,0.232439,0.0153851,1.43407
17,1019.3,557,1000,2,0.144147,0.0674095,0.0767379,0.201134,0.944985,0.0026697,0.352739
17.5,1019.3,557,1000,1,0.0121325,0.0093692,0.00276325,0.00723912,0.232405,0.0153697,1.43428
17.5,1019.3,557,1000,2,0.143516,0.0669656,0.0765505,0.200767,0.945277,0.00265775,0.35263
18,1019.3,557,1000,1,0.0121464,0.00939806,0.00274834,0.00720449,0.232379,0.0153574,1.43444
18,1019.3,557,1000,2,0.142997,0.0666683,0.0763282,0.200313,0.945513,0.0026478,0.352542
18.5,1019.3,557,1000,1,0.0121613,0.00942762,0.00273367,0.0071704,0.232359,0.0153474,1.43456
18.5,1019.3,557,1000,2,0.142561,0.0664811,0.0760798,0.199793,0.945706,0.00263936,0.35247
19,1019.3,557,1000,1,0.0121768,0.00945756,0.00271919,0.00713678,0.232344,0.0153394,1.43466
19,1019.3,557,1000,2,0.142187,0.0663754,0.0758119,0.199222,0.945866,0.00263203,0.352411
19.5,1019.3,557,1000,1,0.0121925,0.00948766,0.00270488,0.00710356,0.232332,0.0153328,1.43473
19.5,1019.3,557,1000,2,0.141859,0.0663287,0.07553,0.198616,0.946002,0.00262552,0.35236
20,1019.3,557,1000,1,0.0122085,0.00951774,0.00269073,0.0070707,0.232322,0.0153272,1.43479
20,1019.3,557,1000,2,0.141562,0.066324,0.075238,0.197983,0.94612,0.00261958,0.352316
20.5,1019.3,557,1000,1,0.0122244,0.00954767,0.00267671,0.00703816,0.232314,0.0153226,1.43484
20.5,1019.3,557,1000,2,0.141288,0.0663491,0.074939,0.197331,0.946224,0.00261404,0.352278
22.5,1019.3,557,1000,1,0.0122863,0.00966387,0.00262243,0.00691244,0.23229,0.0153106,1.43499
22.5,1019.3,557,1000,2,0.140384,0.0666667,0.0737174,0.19466,0.946548,0.0025954,0.352157
25,1019.3,557,1000,1,0.0123595,0.00980314,0.00255639,0.00675919,0.232261,0.0153006,1.43517
25,1019.3,557,1000,2,0.139263,0.0670977,0.072165,0.191225,0.946882,0.00257225,0.352032
27.5,1019.3,557,1000,1,0.0124281,0.00993608,0.00249207,0.00660952,0.23223,0.0152944,1.43536
27.5,1019.3,557,1000,2,0.138103,0.0674996,0.0706037,0.187732,0.94717,0.0025484,0.351925
30,1019.3,557,1000,1,0.0124933,0.0100638,0.00242948,0.00646354,0.232196,0.0152909,1.43557
30,1019.3,557,1000,2,0.136915,0.0678705,0.0690448,0.184214,0.947421,0.00252402,0.351832
32.5,1019.3,557,1000,1,0.012555,0.010186,0.00236901,0.00632216,0.232159,0.0152897,1.4358
32.5,1019.3,557,1000,2,0.1357,0.068209,0.0674913,0.180678,0.947638,0.00249917,0.351752
35,1019.3,557,1000,1,0.0126143,0.0103036,0.0023107,0.00618547,0.232119,0.0152902,1.43605
35,1019.3,557,1000,2,0.134461,0.0685155,0.0659452,0.17713,0.947824,0.00247388,0.351683
0,1019.3,557,1200,1,0.0153323,0.0121238,0.00320844,0.00812583,0.240475,0.017039,1.38614
0,1019.3,557,1200,2,0.355764,0.334824,0.0209406,0.051026,0.991434,0.00593744,0.336213
0.1,1019.3,557,1200,1,0.0152921,0.0120854,0.00320671,0.00812287,0.240462,0.0170603,1.38622
0.1,1019.3,557,1200,2,0.353851,0.332545,0.021306,0.0519968,0.989213,0.00591834,0.336968
0.5,1019.3,557,1200,1,0.0151262,0.0119138,0.00321245,0.00814819,0.240391,0.0171099,1.38663
0.5,1019.3,557,1200,2,0.346946,0.323211,0.0237346,0.0586519,0.981936,0.00584979,0.339465
1,1019.3,557,1200,1,0.0149194,0.011701,0.00321845,0.00817676,0.240268,0.0171531,1.38734
1,1019.3,557,1200,2,0.337486,0.310452,0.0270337,0.0676519,0.973437,0.00574664,0.342429
1.5,1019.3,557,1200,1,0.0147222,0.011501,0.00322118,0.0081963,0.240113,0.0171792,1.38823
1.5,1019.3,557,1200,2,0.327788,0.297482,0.0303057,0.0765466,0.966061,0.00563242,0.345044
2,1019.3,557,1200,1,0.0145391,0.0113176,0.00322148,0.00820907,0.239933,0.0171902,1.38928
2,1019.3,557,1200,2,0.318531,0.285105,0.033426,0.0850251,0.959933,0.00551751,0.347246
2.5,1019.3,557,1200,1,0.0143661,0.0111463,0.00321984,0.00821638,0.239733,0.0171903,1.39044
2.5,1019.3,557,1200,2,0.309658,0.273257,0.0364008,0.0931027,0.954691,0.00540267,0.349153
3,1019.3,557,1200,1,0.0142029,0.0109864,0.00321653,0.00821902,0.239515,0.0171802,1.3917
3,1019.3,557,1200,2,0.30109,0.261845,0.0392448,0.100816,0.950134,0.00528763,0.350828
3.5,1019.3,557,1200,1,0.0140485,0.010837,0.0032115,0.00821675,0.239281,0.0171614,1.39306
3.5,1019.3,557,1200,2,0.292765,0.250799,0.0419662,0.108187,0.94616,0.00517202,0.352301
4,1019.3,557,1200,1,0.0139008,0.0106959,0.00320484,0.00820976,0.239035,0.0171357,1.39449
4,1019.3,557,1200,2,0.284643,0.240071,0.0445718,0.115233,0.942694,0.00505566,0.353597
4.5,1019.3,557,1200,1,0.0137592,0.0105623,0.0031969,0.00819908,0.238779,0.0171033,1.39599
4.5,1019.3,557,1200,2,0.276679,0.229611,0.0470689,0.121973,0.939679,0.00493823,0.354731
5,1019.3,557,1200,1,0.0136238,0.010436,0.00318778,0.00818498,0.238512,0.0170643,1.39756
5,1019.3,557,1200,2,0.268837,0.219374,0.0494636,0.128424,0.93707,0.00481948,0.355719
5.5,1019.3,557,1200,1,0.0134943,0.0103169,0.00317748,0.00816752,0.238234,0.0170186,1.39918
5.5,1019.3,557,1200,2,0.261077,0.209314,0.0517629,0.134604,0.934834,0.00469905,0.356569
6,1019.3,557,1200,1,0.0133707,0.0102046,0.00316605,0.0081468,0.237947,0.0169662,1.40087
6,1019.3,557,1200,2,0.25337,0.199397,0.0539722,0.140527,0.932946,0.00457667,0.357291
6.5,1019.3,557,1200,1,0.0132525,0.010099,0.00315353,0.00812293,0.23765,0.0169069,1.40262
6.5,1019.3,557,1200,2,0.245689,0.189592,0.0560964,0.146207,0.931389,0.00445218,0.357888
7,1019.3,557,1200,1,0.0131393,0.00999938,0.00313996,0.00809607,0.237343,0.0168407,1.40444
7,1019.3,557,1200,2,0.238014,0.179874,0.0581401,0.151654,0.930155,0.00432545,0.358363
7.5,1019.3,557,1200,1,0.0130309,0.0099055,0.00312536,0.00806626,0.237025,0.0167674,1.40632
7.5,1019.3,557,1200,2,0.230333,0.170226,0.0601072,0.156881,0.929244,0.00419646,0.358714
8,1019.3,557,1200,1,0.0129269,0.00981718,0.0031097,0.00803344,0.236697,0.016687,1.40827
8,1019.3,557,1200,2,0.222651,0.16065,0.0620009,0.161894,0.92867,0.00406555,0.358936
8.5,1019.3,557,1200,1,0.0128275,0.00973445,0.00309305,0.00799779,0.236358,0.0165993,1.41029
8.5,1019.3,557,1200,2,0.214992,0.151169,0.0638237,0.166701,0.928451,0.00393335,0.359021
9,1019.3,557,1200,1,0.0127329,0.00965743,0.00307548,0.00795952,0.236011,0.0165048,1.41237
9,1019.3,557,1200,2,0.207421,0.141849,0.0655728,0.171297,0.928605,0.00380122,0.358961
9.5,1019.3,557,1200,1,0.0126435,0.00958647,0.00305703,0.00791871,0.235656,0.0164047,1.41449
9.5,1019.3,557,1200,2,0.200028,0.132786,0.0672419,0.175668,0.929141,0.00367109,0.358754
10,1019.3,557,1200,1,0.01256,0.00952206,0.0030379,0.00787587,0.235301,0.016301,1.41663
10,1019.3,557,1200,2,0.192933,0.124116,0.0688163,0.17978,0.930032,0.00354539,0.358411
10.5,1019.3,557,1200,1,0.0124832,0.00946494,0.00301831,0.0078316,0.234951,0.016196,1.41873
10.5,1019.3,557,1200,2,0.186256,0.115977,0.0702782,0.183593,0.931213,0.00342636,0.357956
11,1019.3,557,1200,1,0.0124141,0.00941561,0.00299847,0.00778642,0.234613,0.0160922,1.42078
11,1019.3,557,1200,2,0.180082,0.10847,0.0716123,0.187072,0.932604,0.00331576,0.357422
11.5,1019.3,557,1200,1,0.0123531,0.00937457,0.00297855,0.00774079,0.234293,0.0159918,1.42272
11.5,1019.3,557,1200,2,0.174471,0.101667,0.0728044,0.190186,0.93412,0.00321499,0.356842
12,1019.3,557,1200,1,0.0123008,0.00934205,0.00295874,0.00769523,0.233997,0.0158969,1.42452
12,1019.3,557,1200,2,0.169458,0.095612,0.0738457,0.192914,0.935674,0.00312471,0.356249
12.5,1019.3,557,1200,1,0.0122573,0.00931808,0.0029392,0.00765013,0.233728,0.015809,1.42616
12.5,1019.3,557,1200,2,0.165046,0.0903144,0.0747316,0.195248,0.937195,0.00304513,0.355671
13,1019.3,557,1200,1,0.0122225,0.00930243,0.00292005,0.0076058,0.233489,0.0157296,1.42762
13,1019.3,557,1200,2,0.161235,0.0857731,0.0754614,0.197188,0.938619,0.00297618,0.355132
13.5,1019.3,557,1200,1,0.0121962,0.00929481,0.00290138,0.00756252,0.233281,0.0156591,1.42889
13.5,1019.3,557,1200,2,0.157987,0.0819475,0.0760391,0.198745,0.939913,0.00291735,0.354643
14,1019.3,557,1200,1,0.0121776,0.0092944,0.00288322,0.00752039,0.233104,0.0155979,1.42997
14,1019.3,557,1200,2,0.15526,0.0787872,0.076473,0.199941,0.941054,0.00286783,0.354213
14.5,1019.3,557,1200,1,0.0121661,0.00930053,0.00286562,0.00747952,0.232957,0.0155456,1.43088
14.5,1019.3,557,1200,2,0.152999,0.0762217,0.0767776,0.200813,0.942035,0.00282664,0.353844
15,1019.3,557,1200,1,0.0121608,0.00931226,0.00284854,0.00743985,0.232836,0.0155015,1.43162
15,1019.3,557,1200,2,0.151143,0.0741766,0.0769664,0.201394,0.942864,0.00279271,0.353533
15.5,1019.3,557,1200,1,0.0121607,0.00932878,0.00283195,0.00740133,0.232739,0.0154647,1.43222
15.5,1019.3,557,1200,2,0.149632,0.072577,0.0770553,0.201724,0.943552,0.00276497,0.353275
16,1019.3,557,1200,1,0.0121649,0.00934911,0.0028158,0.0073638,0.232661,0.0154346,1.4327
16,1019.3,557,1200,2,0.148409,0.071351,0.0770576,0.201837,0.944119,0.00274239,0.353063
16.5,1019.3,557,1200,1,0.0121726,0.00937251,0.00280004,0.00732722,0.232601,0.0154102,1.43307
16.5,1019.3,557,1200,2,0.147422,0.0704337,0.0769885,0.201771,0.944581,0.00272407,0.35289
17,1019.3,557,1200,1,0.0121829,0.00939828,0.00278465,0.00729148,0.232554,0.0153904,1.43336
17,1019.3,557,1200,2,0.146627,0.0697656,0.0768609,0.201557,0.944956,0.00270916,0.35275
17.5,1019.3,557,1200,1,0.0121953,0.00942576,0.00276957,0.00725649,0.232518,0.0153744,1.43358
17.5,1019.3,557,1200,2,0.145982,0.069295,0.0766869,0.201226,0.945258,0.00269697,0.352637
18,1019.3,557,1200,1,0.0122092,0.0094544,0.00275475,0.00722213,0.232491,0.0153616,1.43375
18,1019.3,557,1200,2,0.145454,0.0689769,0.0764768,0.200804,0.945503,0.00268686,0.352546
18.5,1019.3,557,1200,1,0.012224,0.00948379,0.00274018,0.00718833,0.23247,0.0153513,1.43388
18.5,1019.3,557,1200,2,0.145014,0.0687742,0.0762394,0.200312,0.945705,0.00267834,0.352471
19,1019.3,557,1200,1,0.0122394,0.00951361,0.0027258,0.007155,0.232453,0.0153429,1.43398
19,1019.3,557,1200,2,0.144639,0.0686575,0.0759815,0.199768,0.945872,0.00267099,0.352409
19.5,1019.3,557,1200,1,0.0122552,0.00954361,0.0027116,0.00712207,0.23244,0.0153359,1.43406
19.5,1019.3,557,1200,2,0.144312,0.0686033,0.0757089,0.199187,0.946013,0.0026645,0.352356
20,1019.3,557,1200,1,0.0122712,0.00957363,0.00269755,0.00708952,0.23243,0.0153301,1.43412
20,1019.3,557,1200,2,0.14402,0.068594,0.0754255,0.198577,0.946135,0.00265862,0.35231
20.5,1019.3,557,1200,1,0.0122872,0.00960352,0.00268365,0.00705729,0.232421,0.0153251,1.43418
20.5,1019.3,557,1200,2,0.143751,0.0686165,0.0751347,0.197947,0.946243,0.00265318,0.35227
22.5,1019.3,557,1200,1,0.0123495,0.00971967,0.00262982,0.00693283,0.232395,0.0153121,1.43434
22.5,1019.3,557,1200,2,0.142878,0.0689353,0.0739425,0.195354,0.946579,0.00263506,0.352145
25,1019.3,557,1200,1,0.0124233,0.00985898,0.00256437,0.00678121,0.232363,0.015301,1.43454
25,1019.3,557,1200,2,0.141804,0.0693795,0.0724247,0.192013,0.946921,0.00261272,0.352018
27.5,1019.3,557,1200,1,0.0124926,0.00999196,0.00250066,0.00663323,0.23233,0.0152937,1.43474
27.5,1019.3,557,1200,2,0.140697,0.0697988,0.0708977,0.188613,0.947216,0.00258974,0.351909
30,1019.3,557,1200,1,0.0125584,0.0101197,0.00243869,0.00648894,0.232294,0.0152891,1.43497
30,1019.3,557,1200,2,0.139561,0.070188,0.0693731,0.185187,0.947472,0.00256627,0.351813
32.5,1019.3,557,1200,1,0.0126207,0.0102419,0.00237883,0.00634923,0.232254,0.0152869,1.43521
32.5,1019.3,557,1200,2,0.138399,0.0705449,0.0678541,0.181744,0.947694,0.00254232,0.351731
35,1019.3,557,1200,1,0.0126806,0.0103594,0.00232113,0.00621423,0.232212,0.0152863,1.43547
35,1019.3,557,1200,2,0.137212,0.0708698,0.0663425,0.178289,0.947883,0.00251794,0.351661
0,1019.3,557,1400,1,0.0153726,0.0121654,0.00320721,0.00812299,0.240477,0.0170057,1.38613
0,1019.3,557,1400,2,0.357347,0.33638,0.0209668,0.0510898,0.991779,0.00595516,0.336096
0.1,1019.3,557,1400,1,0.0153327,0.0121272,0.00320548,0.00812005,0.240464,0.0170269,1.38621
0.1,1019.3,557,1400,2,0.355444,0.334113,0.0213306,0.052057,0.989572,0.00593622,0.336846
0.5,1019.3,557,1400,1,0.0151681,0.0119569,0.00321127,0.0081455,0.240394,0.0170762,1.38661
0.5,1019.3,557,1400,2,0.348578,0.324824,0.0237548,0.0587032,0.982344,0.0058683,0.339324
1,1019.3,557,1400,1,0.0149631,0.0117457,0.00321736,0.00817432,0.240273,0.0171193,1.38731
1,1019.3,557,1400,2,0.339186,0.312141,0.0270449,0.0676833,0.973898,0.00576629,0.342267
1.5,1019.3,557,1400,1,0.0147677,0.0115475,0.00322021,0.00819418,0.240121,0.0171455,1.38819
1.5,1019.3,557,1400,2,0.32956,0.299253,0.0303071,0.0765563,0.96656,0.00565337,0.344866
2,1019.3,557,1400,1,0.0145863,0.0113657,0.00322064,0.00820731,0.239943,0.0171567,1.38922
2,1019.3,557,1400,2,0.320367,0.286947,0.0334193,0.0850173,0.960456,0.0055397,0.347057
2.5,1019.3,557,1400,1,0.0144149,0.0111957,0.00321915,0.00821503,0.239746,0.0171572,1.39036
2.5,1019.3,557,1400,2,0.311553,0.275166,0.036387,0.0930801,0.955229,0.00542605,0.348956
3,1019.3,557,1400,1,0.0142532,0.0110372,0.00321602,0.00821813,0.239531,0.0171477,1.39161
3,1019.3,557,1400,2,0.303042,0.263818,0.0392243,0.10078,0.950682,0.00531222,0.350625
3.5,1019.3,557,1400,1,0.0141001,0.010889,0.00321116,0.00821632,0.239301,0.0171296,1.39295
3.5,1019.3,557,1400,2,0.294775,0.252836,0.0419393,0.108138,0.946712,0.00519785,0.352096
4,1019.3,557,1400,1,0.0139538,0.0107491,0.00320469,0.00820984,0.239059,0.0171047,1.39435
4,1019.3,557,1400,2,0.286711,0.242172,0.0445387,0.115171,0.943245,0.00508277,0.35339
4.5,1019.3,557,1400,1,0.0138136,0.0106167,0.00319696,0.00819973,0.238807,0.0170734,1.39583
4.5,1019.3,557,1400,2,0.278807,0.231777,0.0470298,0.1219,0.940225,0.00496667,0.354525
5,1019.3,557,1400,1,0.0136794,0.0104913,0.00318807,0.00818625,0.238544,0.0170356,1.39737
5,1019.3,557,1400,2,0.271027,0.221608,0.0494185,0.12834,0.937606,0.00484931,0.355515
5.5,1019.3,557,1400,1,0.0135512,0.0103731,0.00317803,0.00816945,0.238271,0.0169914,1.39897
5.5,1019.3,557,1400,2,0.263331,0.211619,0.051712,0.134509,0.935357,0.00473032,0.35637
6,1019.3,557,1400,1,0.0134286,0.0102618,0.00316686,0.00814943,0.237989,0.0169406,1.40062
6,1019.3,557,1400,2,0.255691,0.201775,0.0539154,0.140422,0.933451,0.00460947,0.357098
6.5,1019.3,557,1400,1,0.0133116,0.010157,0.00315462,0.00812631,0.237697,0.0168831,1.40234
6.5,1019.3,557,1400,2,0.24808,0.192047,0.0560338,0.146091,0.931872,0.00448656,0.357703
7,1019.3,557,1400,1,0.0131996,0.0100582,0.00314136,0.00810027,0.237396,0.016819,1.40412
7,1019.3,557,1400,2,0.240479,0.182408,0.0580716,0.151529,0.93061,0.00436148,0.358188
7.5,1019.3,557,1400,1,0.0130922,0.00996511,0.00312709,0.00807132,0.237085,0.016748,1.40597
7.5,1019.3,557,1400,2,0.232876,0.172843,0.0600326,0.156744,0.929665,0.00423422,0.358552
8,1019.3,557,1400,1,0.0129893,0.00987753,0.00311178,0.00803941,0.236764,0.0166701,1.40787
8,1019.3,557,1400,2,0.225272,0.163352,0.0619202,0.161747,0.929047,0.00410506,0.35879
8.5,1019.3,557,1400,1,0.012891,0.00979548,0.00309551,0.00800475,0.236433,0.0165852,1.40985
8.5,1019.3,557,1400,2,0.217691,0.153954,0.0637368,0.166544,0.928777,0.00397458,0.358895
9,1019.3,557,1400,1,0.0127974,0.00971907,0.00307832,0.00796748,0.236093,0.0164937,1.41188
9,1019.3,557,1400,2,0.21019,0.144709,0.0654805,0.171132,0.92887,0.00384403,0.358859
9.5,1019.3,557,1400,1,0.0127089,0.00964865,0.00306025,0.00792766,0.235746,0.0163967,1.41395
9.5,1019.3,557,1400,2,0.202854,0.135708,0.0671457,0.175499,0.929338,0.00371522,0.358678
10,1019.3,557,1400,1,0.0126261,0.00958457,0.00304149,0.00788579,0.235399,0.0162961,1.41604
10,1019.3,557,1400,2,0.195798,0.127079,0.0687189,0.179613,0.930158,0.00359051,0.358362
10.5,1019.3,557,1400,1,0.0125499,0.00952765,0.00302226,0.00784246,0.235056,0.0161939,1.4181
10.5,1019.3,557,1400,2,0.189143,0.11896,0.0701831,0.183436,0.931273,0.00347209,0.357933
11,1019.3,557,1400,1,0.0124811,0.0094784,0.00300275,0.00779816,0.234724,0.0160925,1.42011
11,1019.3,557,1400,2,0.18297,0.111447,0.0715233,0.186935,0.932608,0.00336177,0.357421
11.5,1019.3,557,1400,1,0.0124203,0.00943718,0.00298313,0.00775333,0.234409,0.0159943,1.42202
11.5,1019.3,557,1400,2,0.17735,0.104625,0.072725,0.190077,0.934076,0.00326094,0.356859
12,1019.3,557,1400,1,0.0123679,0.00940432,0.00296358,0.00770847,0.234116,0.0159011,1.4238
12,1019.3,557,1400,2,0.172312,0.0985328,0.0737793,0.192841,0.935597,0.00317035,0.356279
12.5,1019.3,557,1400,1,0.0123241,0.00937984,0.00294427,0.00766397,0.233849,0.0158145,1.42542
12.5,1019.3,557,1400,2,0.167864,0.0931823,0.0746817,0.195219,0.937098,0.00309023,0.355708
13,1019.3,557,1400,1,0.0122889,0.00936363,0.00292531,0.00762017,0.233611,0.0157359,1.42687
13,1019.3,557,1400,2,0.164009,0.0885789,0.0754298,0.197208,0.938515,0.0030206,0.355171
13.5,1019.3,557,1400,1,0.0122621,0.00935527,0.00290679,0.00757733,0.233404,0.0156658,1.42814
13.5,1019.3,557,1400,2,0.160714,0.0846855,0.0760281,0.198819,0.939809,0.00296097,0.354682
14,1019.3,557,1400,1,0.0122429,0.00935416,0.00288877,0.00753556,0.233226,0.0156048,1.42923
14,1019.3,557,1400,2,0.157938,0.0814547,0.0764832,0.200071,0.940959,0.00291062,0.354248
14.5,1019.3,557,1400,1,0.0122309,0.00935958,0.00287128,0.00749502,0.233077,0.0155522,1.43014
14.5,1019.3,557,1400,2,0.155629,0.0788205,0.076809,0.200997,0.941953,0.00286862,0.353875
15,1019.3,557,1400,1,0.012225,0.00937066,0.00285429,0.00745562,0.232955,0.0155078,1.43089
15,1019.3,557,1400,2,0.15373,0.0767116,0.0770183,0.201632,0.942797,0.00283395,0.353558
15.5,1019.3,557,1400,1,0.0122244,0.00938658,0.0028378,0.00741737,0.232856,0.0154706,1.4315
15.5,1019.3,557,1400,2,0.152182,0.0750553,0.0771264,0.202012,0.9435,0.00280556,0.353295
16,1019.3,557,1400,1,0.0122281,0.0094064,0.00282173,0.0073801,0.232776,0.0154399,1.43199
16,1019.3,557,1400,2,0.150926,0.0737795,0.0771467,0.202172,0.944083,0.00278242,0.353076
16.5,1019.3,557,1400,1,0.0122354,0.00942936,0.00280606,0.00734378,0.232714,0.0154149,1.43237
16.5,1019.3,557,1400,2,0.149914,0.0728199,0.0770941,0.202148,0.944559,0.00276364,0.352898
17,1019.3,557,1400,1,0.0122455,0.00945475,0.00279076,0.0073083,0.232665,0.0153946,1.43267
17,1019.3,557,1400,2,0.149099,0.0721171,0.0769815,0.201973,0.944946,0.00274839,0.352754
17.5,1019.3,557,1400,1,0.0122577,0.00948194,0.00277577,0.00727357,0.232628,0.0153782,1.4329
17.5,1019.3,557,1400,2,0.14844,0.0716183,0.0768212,0.201678,0.94526,0.00273594,0.352637
18,1019.3,557,1400,1,0.0122714,0.00951033,0.00276105,0.00723948,0.232599,0.0153649,1.43308
18,1019.3,557,1400,2,0.147902,0.0712783,0.0766234,0.201288,0.945516,0.00272565,0.352541
18.5,1019.3,557,1400,1,0.0122861,0.00953954,0.00274657,0.00720595,0.232577,0.0153541,1.43322
18.5,1019.3,557,1400,2,0.147456,0.0710593,0.076397,0.200826,0.945725,0.00271703,0.352463
19,1019.3,557,1400,1,0.0123015,0.00956922,0.0027323,0.00717291,0.23256,0.0153453,1.43332
19,1019.3,557,1400,2,0.14708,0.0709306,0.0761493,0.200309,0.945899,0.00270964,0.352398
19.5,1019.3,557,1400,1,0.0123173,0.00959912,0.0027182,0.00714029,0.232546,0.015338,1.43341
19.5,1019.3,557,1400,2,0.146754,0.0708682,0.075886,0.199752,0.946046,0.00270316,0.352344
20,1019.3,557,1400,1,0.0123333,0.00962906,0.00270426,0.00710803,0.232534,0.0153318,1.43348
20,1019.3,557,1400,2,0.146465,0.0708536,0.0756113,0.199165,0.946173,0.00269733,0.352296
20.5,1019.3,557,1400,1,0.0123493,0.00965887,0.00269046,0.00707609,0.232525,0.0153266,1.43354
20.5,1019.3,557,1400,2,0.146202,0.0708731,0.0753285,0.198557,0.946285,0.00269198,0.352255
21,1019.3,557,1400,1,0.0123653,0.00968856,0.00267679,0.00704446,0.232516,0.0153221,1.43359
21,1019.3,557,1400,2,0.145957,0.0709165,0.0750401,0.197934,0.946386,0.00268695,0.352217
22.5,1019.3,557,1400,1,0.0124125,0.0097757,0.00263682,0.00695213,0.232496,0.0153119,1.43372
22.5,1019.3,557,1400,2,0.145328,0.0711673,0.0741602,0.196025,0.946636,0.00267378,0.352124
25,1019.3,557,1400,1,0.0124866,0.0099144,0.00257216,0.00680273,0.232462,0.0153003,1.43392
25,1019.3,557,1400,2,0.144326,0.071646,0.0726801,0.192788,0.946984,0.0026527,0.351995
27.5,1019.3,557,1400,1,0.0125565,0.0100474,0.00250907,0.00665646,0.232427,0.0152919,1.43414
27.5,1019.3,557,1400,2,0.143271,0.0720842,0.071187,0.18948,0.947286,0.00263063,0.351883
30,1019.3,557,1400,1,0.0126228,0.0101751,0.00244772,0.00651386,0.232388,0.0152862,1.43438
30,1019.3,557,1400,2,0.142188,0.0724914,0.0696963,0.186145,0.947548,0.00260804,0.351785
32.5,1019.3,557,1400,1,0.0126857,0.0102972,0.00238846,0.00637581,0.232346,0.0152829,1.43464
32.5,1019.3,557,1400,2,0.141078,0.0728664,0.0682112,0.182793,0.947776,0.00258498,0.351701
35,1019.3,557,1400,1,0.012746,0.0104147,0.00233136,0.00624248,0.232302,0.0152812,1.43492
35,1019.3,557,1400,2,0.139943,0.0732093,0.0667336,0.17943,0.94797,0.00256149,0.351629
0,1019.3,557,1600,1,0.0154128,0.0122068,0.00320598,0.00812016,0.240479,0.0169725,1.38612
0,1019.3,557,1600,2,0.358926,0.337933,0.0209927,0.051153,0.992132,0.00597277,0.335977
0.1,1019.3,557,1600,1,0.0153732,0.012169,0.00320426,0.00811723,0.240466,0.0169935,1.3862
0.1,1019.3,557,1600,2,0.357032,0.335677,0.021355,0.0521166,0.989939,0.00595397,0.336721
0.5,1019.3,557,1600,1,0.0152099,0.0119998,0.00321009,0.00814281,0.240397,0.0170426,1.3866
